Analógico;Digital;Configurador;ACO;ARE;CALC;PDP;SIS;SME;UFE
DFSEBC_13P8_CADFBC22_KV.v;DFSTSB_345_CH8113_S.s;GOUCD_69P0_CATR4.c;;;;;;;
DFSEBC_13P8_CADFBC22_MVAR.v;DFSTSB_345_CH8115_S.s;GOUHBH_138_CAMGPTUU_1.c;;;;;;;
DFSEBC_13P8_CADFBC22_MW.v;DFSTSB_345_CH8117_S.s;GOUSCB_138_CAGOSTSL_1.c;;;;;;;
DFSEBC_13P8_CADFBC23_AMP.v;DFSTSB_345_CH8119_S.s;GOUSCB_138_CAGOSTSL_2.c;;;;;;;
DFSEBC_13P8_CADFBC23_KV.v;DFSTSB_345_CH811_S.s;GOUTCA_13P8_CAAIUS.c;;;;;;;
DFSEBC_13P8_CADFBC23_MVAR.v;DFSTSB_345_CH8121_S.s;GOUTCI_13P8_CASECI.c;;;;;;;
DFSEBC_13P8_CADFBC23_MW.v;DFSTSB_345_CH8123_S.s;GOUTT_138_CATR1.c;;;;;;;
DFSEBC_13P8_CADFBC24_AMP.v;DFSTSB_345_CH8125_S.s;GOUTT_138_CATR2.c;;;;;;;
DFSEBC_13P8_CADFBC24_KV.v;DFSTSB_345_CH8127_S.s;GOXAV_138_CAGODAI_1.c;;;;;;;
DFSEBC_13P8_CADFBC24_MVAR.v;DFSTSB_345_CH8129_S.s;GOXAV_138_CAGOFER_1.c;;;;;;;
DFSEBC_13P8_CADFBC24_MW.v;DFSTSB_345_CH8131_S.s;GOXAV_138_CAGOFER_2.c;;;;;;;
DFSEBC_13P8_CADFBC25_AMP.v;DFSTSB_345_CH8133_S.s;GOXAV_138_CAGOINH_1.c;;;;;;;
DFSEBC_13P8_CADFBC25_KV.v;DFSTSB_345_CH8135_S.s;GOXAV_138_CAGOINH_2.c;;;;;;;
DFSEBC_13P8_CADFBC25_MVAR.v;DFSTSB_345_CH8137_S.s;GOXAV_138_CAGOREL_1.c;;;;;;;
DFSEBC_13P8_CADFBC25_MW.v;DFSTSB_345_CH8139_S.s;GOXAV_138_CAT4.c;;;;;;;
DFSEBC_13P8_CADFBC26_AMP.v;DFSTSB_345_CH813_S.s;GOXAV_138_CAT6.c;;;;;;;
DFSEBC_13P8_CADFBC26_KV.v;DFSTSB_345_CH8141_S.s;MABS_69P0_CAMABL_2.c;;;;;;;
DFSEBC_13P8_CADFBC26_MVAR.v;DFSTSB_345_CH8143_S.s;MABS_69P0_CAMABL_3.c;;;;;;;
DFSEBC_13P8_CADFBC26_MW.v;DFSTSB_345_CH8145_S.s;MABS_69P0_CAMARC_1.c;;;;;;;
DFSEBC_13P8_CADFBC27_AMP.v;DFSTSB_345_CH8147_S.s;MABS_69P0_CAMASP_1.c;;;;;;;
DFSEBC_13P8_CADFBC27_KV.v;DFSTSB_345_CH8149_S.s;MABS_69P0_CAMASR_1.c;;;;;;;
DFSEBC_13P8_CADFBC27_MVAR.v;DFSTSB_345_CH8151_S.s;MACD_69P0_CAMACHP_1.c;;;;;;;
DFSEBC_13P8_CADFBC27_MW.v;DFSTSB_345_CH8153_S.s;MACD_69P0_CAMACHP_2.c;;;;;;;
DFSEBC_13P8_CADFBC28_AMP.v;DFSTSB_345_CH8155_S.s;MACD_69P0_CAMAUSS_1.c;;;;;;;
DFSEBC_13P8_CADFBC28_KV.v;DFSTSB_345_CH8157_S.s;MACHA_69P0_CATR1.c;;;;;;;
DFSEBC_13P8_CADFBC28_MVAR.v;DFSTSB_345_CH8159_S.s;MACH_69P0_CAMACHA_1.c;;;;;;;
DFSEBC_13P8_CADFBC28_MW.v;DFSTSB_345_CH815_S.s;MACH_69P0_CAMAPLA_1.c;;;;;;;
DFSEBC_13P8_CADFBC31_AMP.v;DFSTSB_345_CH817_S.s;MACH_69P0_CATR1.c;;;;;;;
DFSEBC_13P8_CADFBC31_KV.v;DFSTSB_345_CH819_S.s;MACX_69P0_CAMAAGRO_1.c;;;;;;;
DFSEBC_13P8_CADFBC31_MVAR.v;DFSTSB_345_CH821_S.s;MACX_69P0_CAMACXA_1.c;;;;;;;
DFSEBC_13P8_CADFBC31_MW.v;DFSTSB_345_CH823_S.s;MAENO_69P0_CAMAGNF_1.c;;;;;;;
DFSEBC_13P8_CADFBC32_AMP.v;DFSTSB_345_CH825_S.s;MAENO_69P0_CAMAGNF_2.c;;;;;;;
DFSEBC_13P8_CADFBC32_KV.v;DFSTSB_345_CH827_S.s;MAENO_69P0_CAMANVO_1.c;;;;;;;
DFSEBC_13P8_CADFBC32_MVAR.v;DFSTSB_345_CH829_S.s;MAHNK_230_CATFA1.c;;;;;;;
DFSEBC_13P8_CADFBC32_MW.v;DFSTSB_345_CH831_S.s;MAHNK_230_CATFA2.c;;;;;;;
DFSEBC_13P8_CADFBC33_AMP.v;DFSTSB_345_CH833_S.s;MAIZ_230_CAMAGS.c;;;;;;;
DFSEBC_13P8_CADFBC33_KV.v;DFSTSB_345_CH835_S.s;MAIZ_230_CAMASZ_1.c;;;;;;;
DFSEBC_13P8_CADFBC33_MVAR.v;DFSTSB_345_CH837_S.s;MAIZ_69P0_CAMAAC_1.c;;;;;;;
DFSEBC_13P8_CADFBC33_MW.v;DFSTSB_345_CH839_S.s;MAIZ_69P0_CAMAAC_2.c;;;;;;;
DFSEBC_13P8_CADFBC34_AMP.v;DFSTSB_345_CH841_S.s;MAIZ_69P0_CAMAEL_1.c;;;;;;;
DFSEBC_13P8_CADFBC34_KV.v;DFSTSB_345_CH843_S.s;MAIZ_69P0_CAMAIA_1.c;;;;;;;
DFSEBC_13P8_CADFBC34_MVAR.v;DFSTSB_345_CH845_S.s;MAIZ_69P0_CAMAIC_1.c;;;;;;;
DFSEBC_13P8_CADFBC34_MW.v;DFSTSB_345_CH847_S.s;MAIZ_69P0_CAMAIC_2.c;;;;;;;
DFSEBC_13P8_CADFBC35_AMP.v;DFSTSB_345_CH849_S.s;MAIZ_69P0_CAMASR_1.c;;;;;;;
DFSEBC_13P8_CADFBC35_KV.v;DFSTSB_345_CH851_S.s;MAIZ_69P0_CAMATTN_1.c;;;;;;;
DFSEBC_13P8_CADFBC35_MVAR.v;DFSTSB_345_CH853_S.s;MALD_230_CAMAAL_1.c;;;;;;;
DFSEBC_13P8_CADFBC35_MW.v;DFSTSB_345_CH855_S.s;MALD_230_CAMAAL_2.c;;;;;;;
DFSEBC_13P8_CADFBC36_AMP.v;DFSTSB_345_CH857_S.s;MALD_230_CAMACV_1.c;;;;;;;
DFSEBC_13P8_CADFBC36_KV.v;DFSTSB_345_CH859_S.s;MALI_69P0_CAMACT_1.c;;;;;;;
DFSEBC_13P8_CADFBC36_MVAR.v;DFSTSB_345_CH861_S.s;MALI_69P0_CAMAFQ_1.c;;;;;;;
DFSEBC_13P8_CADFBC36_MW.v;DFSTSB_345_CH863_S.s;MALI_69P0_CAMAFQ_2.c;;;;;;;
DFSEBC_13P8_CADFBC37_AMP.v;DFSTSB_345_CH865_S.s;MALI_69P0_CAMAIT_1.c;;;;;;;
DFSEBC_13P8_CADFBC37_KV.v;DFSTSB_345_CH867_S.s;MALI_69P0_CAMAMC_1.c;;;;;;;
DFSEBC_13P8_CADFBC37_MVAR.v;DFSTSB_345_CH869_S.s;MALI_69P0_CAMAMC_2.c;;;;;;;
DFSEBC_13P8_CADFBC37_MW.v;DFSTSB_345_CH871_S.s;MALI_69P0_CAMARN_1.c;;;;;;;
DFSEBC_13P8_CADFBC38_AMP.v;DFSTSB_345_CH873_S.s;MALI_69P0_CAMASF_1.c;;;;;;;
DFSEBC_13P8_CADFBC38_KV.v;DFSTSB_345_CH875_S.s;MALI_69P0_CAMAVP_1.c;;;;;;;
DFSEBC_13P8_CADFBC38_MVAR.v;DFSTSB_345_CH877_S.s;MALI_69P0_CATF5.c;;;;;;;
DFSEBC_13P8_CADFBC38_MW.v;DFSTSB_345_CH879_S.s;MALI_69P0_CATF6.c;;;;;;;
DFSEBC_13P8_CADFBC39_AMP.v;DFSTSB_345_CH881_S.s;MALT_69P0_CAMAAG_1.c;;;;;;;
DFSEBC_13P8_CADFBC39_KV.v;DFSTSB_345_CH883_S.s;MALT_69P0_CAMACC_1.c;;;;;;;
DFSEBC_13P8_CADFBC39_MVAR.v;DFSTSB_345_CH885_S.s;MALT_69P0_CAMAMB_1.c;;;;;;;
DFSEBC_13P8_CADFBC39_MW.v;DFSTSB_345_CH887_S.s;MALT_69P0_CAMAOD_1.c;;;;;;;
DFSEBC_13P8_CADFBC40_AMP.v;DFSTSB_345_CH889_S.s;MALT_69P0_CAMATU_1.c;;;;;;;
DFSEBC_13P8_CADFBC40_KV.v;DFSTSB_345_CHFIC1_S.s;MALT_69P0_CATA41.c;;;;;;;
DFSEBC_13P8_CADFBC40_MVAR.v;DFSTSB_345_CHFIC_S.s;MAMR_138_CAMASI_1.c;;;;;;;
DFSEBC_13P8_CADFBC40_MW.v;DFSTSB_500_CH9110R_S.s;MAMR_138_CAMASI_2.c;;;;;;;
DFSEBC_34P5_CADFUPA_1_AMP.v;DFSTSB_500_CH9111_S.s;MAMR_138_CAMATM_1.c;;;;;;;
DFSEBC_34P5_CADFUPA_1_KV.v;DFSTSB_500_CH9113_S.s;MAMR_138_CAMATM_2.c;;;;;;;
DFSEBC_34P5_CADFUPA_1_MVAR.v;DFSTSB_500_CH9115S_S.s;MAMR_13P8_CATF601.c;;;;;;;
DFSEBC_34P5_CADFUPA_1_MW.v;DFSTSB_500_CH9117S_S.s;MAMR_13P8_CATF602.c;;;;;;;
DFSEBC_34P5_CADFUPA_2_AMP.v;DFSTSB_500_CH9119_S.s;MAMR_69P0_CAMAAR_1.c;;;;;;;
DFSEBC_34P5_CADFUPA_2_KV.v;DFSTSB_500_CH911_S.s;MAMR_69P0_CAMAIR_1.c;;;;;;;
DFSEBC_34P5_CADFUPA_2_MVAR.v;DFSTSB_500_CH9121_S.s;MAMR_69P0_CAMAIR_2.c;;;;;;;
DFSEBC_34P5_CADFUPA_2_MW.v;DFSTSB_500_CH9123_S.s;MAPD_69P0_CAMABD_1.c;;;;;;;
DFSEBC_CARGA_TRAFO_138_MW.v;DFSTSB_500_CH913_S.s;MAPD_69P0_CAMABD_2.c;;;;;;;
DFSEBN_138_CADFSESW_1_AMP.v;DFSTSB_500_CH915_S.s;MAPD_69P0_CAMAPT_1.c;;;;;;;
DFSEBN_138_CADFSESW_1_KV.v;DFSTSB_500_CH9211_S.s;MAPD_69P0_CAMAPT_2.c;;;;;;;
DFSEBN_138_CADFSESW_1_MVAR.v;DFSTSB_500_CH9213_S.s;MAPF_138_CAMAFTN_1.c;;;;;;;
DFSEBN_138_CADFSESW_1_MW.v;DFSTSB_500_CH921_S.s;MAPF_138_CAMATTN_1.c;;;;;;;
DFSEBN_138_CADFSETC_1_MVAR.v;DFSTSB_500_CH9220R_S.s;MAPF_69P0_CAMACAR_1.c;;;;;;;
DFSEBN_138_CADFSETC_1_MW.v;DFSTSB_500_CH9221_S.s;MAPF_69P0_CAMAPFO_1.c;;;;;;;
DFSEBN_138_CATR1_MVAR.v;DFSTSB_500_CH9223_S.s;MAPF_69P0_CAMASN_1.c;;;;;;;
DFSEBN_138_CATR1_MVAR_1.v;DFSTSB_500_CH9225S_S.s;MAPF_69P0_CAMATTN_1.c;;;;;;;
DFSEBN_138_CATR1_MW.v;DFSTSB_500_CH9227S_S.s;MAPLA_69P0_CATR1.c;;;;;;;
DFSEBN_138_CATR1_MW_1.v;DFSTSB_500_CH9229_S.s;MAPR_13P8_CAMATF1.c;;;;;;;
DFSEBN_138_CATR2_MVAR.v;DFSTSB_500_CH923_S.s;MAPR_13P8_CAMATF2.c;;;;;;;
DFSEBN_138_CATR2_MVAR_1.v;DFSTSB_500_CH925_S.s;MAPR_69P0_CAMABB_1.c;;;;;;;
DFSEBN_138_CATR2_MW.v;DFSTSB_500_CH9311_S.s;MAPR_69P0_CAMABB_2.c;;;;;;;
DFSEBN_138_CATR2_MW_1.v;DFSTSB_500_CH9313_S.s;MAPR_69P0_CAMACO_1.c;;;;;;;
DFSEBN_138_CATR3_MVAR.v;DFSTSB_500_CH931_S.s;MAPR_69P0_CAMACR_1.c;;;;;;;
DFSEBN_138_CATR3_MVAR_1.v;DFSTSB_500_CH9321_S.s;MAPR_69P0_CAMADE_1.c;;;;;;;
DFSEBN_138_CATR3_MW.v;DFSTSB_500_CH9323_S.s;MAPR_69P0_CAMAPE_1.c;;;;;;;
DFSEBN_138_CATR3_MW_1.v;DFSTSB_500_CH9330R_S.s;MAPR_69P0_CAMAPE_2.c;;;;;;;
DFSEBN_138_CATR4_MVAR.v;DFSTSB_500_CH9335S_S.s;MAPR_69P0_CAMASO_1.c;;;;;;;
DFSEBN_138_CATR4_MVAR_1.v;DFSTSB_500_CH9337S_S.s;MASLU4_69P0_CAMACI_1.c;;;;;;;
DFSEBN_138_CATR4_MW.v;DFSTSB_500_CH9339_S.s;MASLU4_69P0_CAMACT_1.c;;;;;;;
DFSEBN_138_CATR4_MW_1.v;DFSTSB_500_CH933_S.s;MASLU4_69P0_CAMAIT_1.c;;;;;;;
DFSEBN_138_LTDFSESW_1_CARG.v;DFSTSB_500_CH935_S.s;MASLU4_69P0_CAMAMA_1.c;;;;;;;
DFSEBN_138_LTDFSTBS_2_CARG.v;DFSTSB_500_CH9411_S.s;MASLU4_69P0_CAMAMA_2.c;;;;;;;
DFSEBN_13P8_CABN02_MVAR.v;DFSTSB_500_CH9413_S.s;MASLU4_69P0_CAMAMC_1.c;;;;;;;
DFSEBN_13P8_CABN02_MW.v;DFSTSB_500_CH9421_S.s;MAUBS_69P0_CAMABRN_1.c;;;;;;;
DFSEBN_13P8_CABN03_AMP.v;DFSTSB_500_CH9423_S.s;MAUBS_69P0_CAMALNC_1.c;;;;;;;
DFSEBN_13P8_CABN03_KV.v;DFSTSB_500_CH9440R_S.s;MAUBS_69P0_CATR1.c;;;;;;;
DFSEBN_13P8_CABN03_MVAR.v;DFSTSB_500_CH9445_S.s;MAUBS_69P0_CATR2.c;;;;;;;
DFSEBN_13P8_CABN03_MW.v;DFSTSB_500_CH9511_S.s;MAUSUZ_34P5_CAMAPI.c;;;;;;;
DFSEBN_13P8_CABN04_MVAR.v;DFSTSB_500_CH9513_S.s;MAUTM4_18P0_CATB31.c;;;;;;;
DFSEBN_13P8_CABN04_MW.v;DFSTSB_500_CH9550R_S.s;MAUTM4_18P0_CATB32.c;;;;;;;
DFSEBN_13P8_CABN05_AMP.v;DFSTSB_500_CH9555_S.s;MAUTM5_18P0_CATB21.c;;;;;;;
DFSEBN_13P8_CABN05_KV.v;DFSTSB_500_CH9610R_S.s;MAUTM5_18P0_CATB22.c;;;;;;;
DFSEBN_13P8_CABN05_MVAR.v;DFSTSB_500_CH9611_S.s;MAUTNV_13P8_CATB18.c;;;;;;;
DFSEBN_13P8_CABN05_MW.v;DFSTSB_500_CH9613_S.s;MAUTNV_18P0_CATB12.c;;;;;;;
DFSEBN_13P8_CABN06_MVAR.v;DFSTSB_500_CH9621_S.s;MAUTP4_13P8_CABFB901.c;;;;;;;
DFSEBN_13P8_CABN06_MW.v;DFSTSB_500_CH9623_S.s;MAUTP4_13P8_CAUGNL.c;;;;;;;
DFSEBN_13P8_CABN07_AMP.v;DFSTSB_500_CH9711_S.s;MAUTP5_26P0_CATB28.c;;;;;;;
DFSEBN_13P8_CABN07_KV.v;DFSTSB_500_CH9713_S.s;MAUTPI_19P0_CABBT1.c;;;;;;;
DFSEBN_13P8_CABN07_MVAR.v;DFSTSB_500_CH9715_S.s;MAUTPI_19P0_CABBT2.c;;;;;;;
DFSEBN_13P8_CABN07_MW.v;DFSTSB_500_CH981_S.s;MTABO_138_CATR1.c;;;;;;;
DFSEBN_13P8_CABN08_MVAR.v;DFSTSB_500_CH9821_S.s;MTABV_138_CATR01.c;;;;;;;
DFSEBN_13P8_CABN08_MW.v;DFSTSB_500_CH9823_S.s;MTABV_138_CATR03.c;;;;;;;
DFSEBN_13P8_CABN09_AMP.v;DFSTSB_500_CH983_S.s;MTAFL_138_CAMTPRA_1.c;;;;;;;
DFSEBN_13P8_CABN09_KV.v;DFSTSB_500_CH985_S.s;MTAFL_138_CATR1.c;;;;;;;
DFSEBN_13P8_CABN09_MVAR.v;DFSTSB_500_CHFEMBO_S.s;MTAFL_138_CATR2.c;;;;;;;
DFSEBN_13P8_CABN09_MW.v;DFSTSB_500_CHFSVA1_S.s;MTARC_138_CAMTARI_1.c;;;;;;;
DFSEBN_34P5_CADF4220_1_AMP.v;DFSTSB_500_CHFSVA2_S.s;MTARTG_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADF4220_1_KV.v;DFSTSB_500_CHFUSIM_S.s;MTAR_13P8_CAUG01.c;;;;;;;
DFSEBN_34P5_CADF4230_1_AMP.v;GOALD_230_CH703_S.s;MTBDU_138_CAMTCAS.c;;;;;;;
DFSEBN_34P5_CADF4230_1_KV.v;GOALD_230_CH709_S.s;MTBDU_138_CAMTTR01.c;;;;;;;
DFSEBN_34P5_CADFSE03_1_AMP.v;GOALD_230_CH7113_S.s;MTBDU_138_CAMTTR02.c;;;;;;;
DFSEBN_34P5_CADFSE03_1_KV.v;GOALD_230_CH7115_S.s;MTBDU_138_CAMTTR03.c;;;;;;;
DFSEBN_34P5_CADFSE03_1_MVAR.v;GOALD_230_CH7117_S.s;MTBDU_138_CAMTTR04.c;;;;;;;
DFSEBN_34P5_CADFSE03_1_MW.v;GOALD_230_CH7119_S.s;MTBDU_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE03_2_AMP.v;GOALD_230_CH7123_S.s;MTBDU_138_CATR02.c;;;;;;;
DFSEBN_34P5_CADFSE03_2_KV.v;GOALD_230_CH7125_S.s;MTBDU_138_CATR03.c;;;;;;;
DFSEBN_34P5_CADFSE03_2_MVAR.v;GOALD_230_CH7127_S.s;MTBDU_138_CATR04.c;;;;;;;
DFSEBN_34P5_CADFSE03_2_MW.v;GOALD_230_CH7129_S.s;MTBFT_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE03_3_AMP.v;GOALD_230_CH723_S.s;MTBGA_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE03_3_KV.v;GOALD_230_CH725_S.s;MTBGA_138_CATR03.c;;;;;;;
DFSEBN_34P5_CADFSE03_3_MVAR.v;GOALD_230_CH727_S.s;MTBGE_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE03_3_MW.v;GOALD_230_CH729_S.s;MTBGE_138_CATR02.c;;;;;;;
DFSEBN_34P5_CADFSE04_1_AMP.v;GOALD_230_CH733_S.s;MTBN3_138_CAMTTR1.c;;;;;;;
DFSEBN_34P5_CADFSE04_1_KV.v;GOALD_230_CH735_S.s;MTBN3_138_CAMTUTMA_1.c;;;;;;;
DFSEBN_34P5_CADFSE04_2_AMP.v;GOALD_230_CH737_S.s;MTBN4_138_CAMTTR1.c;;;;;;;
DFSEBN_34P5_CADFSE04_2_KV.v;GOALD_230_CH739_S.s;MTBNTE_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE04_3_AMP.v;GOALD_69P0_CH503_S.s;MTBN_138_CAMTCNPA_1.c;;;;;;;
DFSEBN_34P5_CADFSE04_3_KV.v;GOALD_69P0_CH5113_S.s;MTBN_138_CAMTDSPZ_1.c;;;;;;;
DFSEBN_34P5_CADFSE08_1_AMP.v;GOALD_69P0_CH5115_S.s;MTBP_138_CAMTBG_1.c;;;;;;;
DFSEBN_34P5_CADFSE08_1_KV.v;GOALD_69P0_CH5119_S.s;MTCAC_138_CATR01.c;;;;;;;
DFSEBN_34P5_CADFSE08_2_AMP.v;GOALD_69P0_CH5123_S.s;MTCAC_138_CATR02.c;;;;;;;
DFSEBN_34P5_CADFSE08_2_KV.v;GOALD_69P0_CH5125_S.s;MTCAL_138_CAMTAGU_1.c;;;;;;;
DFSEBN_34P5_CADFSESB_1_AMP.v;GOALD_69P0_CH5129_S.s;MTCAL_138_CAMTDAOL_1.c;;;;;;;
DFSEBN_34P5_CADFSESB_1_KV.v;GOALD_69P0_CH5133_S.s;MTCAL_138_CAMTNOB_1.c;;;;;;;
DFSEBN_34P5_CADFSESB_2_AMP.v;GOALD_69P0_CH5135_S.s;MTCAL_138_CAMTRIO_1.c;;;;;;;
DFSEBN_34P5_CADFSESB_2_KV.v;GOALD_69P0_CH5139_S.s;MTCAL_138_CATR1.c;;;;;;;
DFSEBN_CARGA_TRAFO_138_MW.v;GOALD_69P0_CH5143_S.s;MTCAL_138_CATR2.c;;;;;;;
DFSECD_138_CATR1_MVAR.v;GOALD_69P0_CH5145_S.s;MTCAL_138_CATR3.c;;;;;;;
DFSECD_138_CATR1_MW.v;GOALD_69P0_CH5149_S.s;MTCAL_138_CATR4.c;;;;;;;
DFSECD_138_CATR2_MVAR.v;GOALD_69P0_CH5153_S.s;MTCAL_13P8_CAMTAL01_1.c;;;;;;;
DFSECD_138_CATR2_MW.v;GOALD_69P0_CH5155_S.s;MTCAL_13P8_CAMTAL02_1.c;;;;;;;
DFSECD_138_CATR3_MVAR.v;GOALD_69P0_CH5159_S.s;MTCAL_13P8_CAMTAL03_1.c;;;;;;;
DFSECD_138_CATR3_MW.v;GOANH_138_CH603_S.s;MTCAL_13P8_CAMTAL04_1.c;;;;;;;
DFSECD_13P8_CADF2026_MVAR.v;GOANH_138_CH605_S.s;MTCAL_13P8_CAMTAL05_1.c;;;;;;;
DFSECD_13P8_CADF2026_MW.v;GOANH_138_CH607_S.s;MTCAL_13P8_CAMTAL06_1.c;;;;;;;
DFSECD_13P8_CADFCD01_MVAR.v;GOANH_138_CH609_S.s;MTCAL_13P8_CAMTAL07_1.c;;;;;;;
DFSECD_13P8_CADFCD01_MW.v;GOANH_138_CH613_S.s;MTCAL_13P8_CAMTAL08_1.c;;;;;;;
DFSECD_13P8_CADFCD02_MVAR.v;GOANH_138_CH6148_S.s;MTCAL_13P8_CAMTAL09_1.c;;;;;;;
DFSECD_13P8_CADFCD02_MW.v;GOANH_138_CH615_S.s;MTCAL_13P8_CAMTAL10_1.c;;;;;;;
DFSECD_13P8_CADFCD03_MVAR.v;GOANH_138_CH617_S.s;MTCAL_13P8_CAMTAL11_1.c;;;;;;;
DFSECD_13P8_CADFCD03_MW.v;GOANH_138_CH619_S.s;MTCAL_13P8_CAMTAL12_1.c;;;;;;;
DFSECD_13P8_CADFCD04_MVAR.v;GOANH_138_CH623_S.s;MTCAL_13P8_CAMTAL13_1.c;;;;;;;
DFSECD_13P8_CADFCD04_MW.v;GOANH_138_CH625_S.s;MTCAL_13P8_CAMTAL14_1.c;;;;;;;
DFSECD_13P8_CADFCD05_MVAR.v;GOANH_138_CH627_S.s;MTCAL_13P8_CAMTAL27_1.c;;;;;;;
DFSECD_13P8_CADFCD05_MW.v;GOANH_138_CH629_S.s;MTCAL_13P8_CAMTAL28_1.c;;;;;;;
DFSECD_13P8_CADFCD06_MVAR.v;GOANH_138_CH633_S.s;MTCAL_13P8_CAMTAL29_1.c;;;;;;;
DFSECD_13P8_CADFCD06_MW.v;GOANH_138_CH635_S.s;MTCAL_13P8_CAMTAL41_1.c;;;;;;;
DFSECD_13P8_CADFCD07_MVAR.v;GOANH_138_CH637_S.s;MTCAL_13P8_CAMTAL42_1.c;;;;;;;
DFSECD_13P8_CADFCD07_MW.v;GOANH_138_CH639_S.s;MTCANA_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD08_MVAR.v;GOANH_138_CH643_S.s;MTCAN_138_CAMTPAR_1.c;;;;;;;
DFSECD_13P8_CADFCD08_MW.v;GOANH_138_CH649_S.s;MTCAN_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD09_MVAR.v;GOANH_138_CH653_S.s;MTCAS3_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD09_MW.v;GOANH_138_CH655_S.s;MTCAS3_138_CATR02.c;;;;;;;
DFSECD_13P8_CADFCD10_MVAR.v;GOANH_138_CH657_S.s;MTCAS3_138_CATR03.c;;;;;;;
DFSECD_13P8_CADFCD10_MW.v;GOANH_138_CH659_S.s;MTCAVE_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD11_MVAR.v;GOANH_138_CH663_S.s;MTCAVE_138_CATR03.c;;;;;;;
DFSECD_13P8_CADFCD11_MW.v;GOANH_138_CH665_S.s;MTCGL_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD12_MVAR.v;GOANH_138_CH667_S.s;MTCGS_138_CATR02.c;;;;;;;
DFSECD_13P8_CADFCD12_MW.v;GOANH_138_CH669_S.s;MTCHGU_138_CATR01.c;;;;;;;
DFSECD_13P8_CADFCD13_MVAR.v;GOANH_138_CH673_S.s;MTCLA_138_CAMTTR1.c;;;;;;;
DFSECD_13P8_CADFCD13_MW.v;GOANH_138_CH675_S.s;MTCLA_138_CAMTTR2.c;;;;;;;
DFSECD_13P8_CADFCD14_MVAR.v;GOANH_138_CH677_S.s;MTCM_138_CAMTFN_1.c;;;;;;;
DFSECD_13P8_CADFCD14_MW.v;GOANH_138_CH679_S.s;MTCM_138_CATF1.c;;;;;;;
DFSECD_13P8_CADFCD15_MVAR.v;GOANH_230_CH703_S.s;MTCNA_138_CAMTCMT_1.c;;;;;;;
DFSECD_13P8_CADFCD15_MW.v;GOANH_230_CH705_S.s;MTCNA_138_CAMTCMT_2.c;;;;;;;
DFSECD_13P8_CADFCD16_MVAR.v;GOANH_230_CH707_S.s;MTCNP_138_CAMTGJCA_1.c;;;;;;;
DFSECD_13P8_CADFCD16_MW.v;GOANH_230_CH709_S.s;MTCNP_138_CAMTITAN_1.c;;;;;;;
DFSECD_CARGA_TRAFO_138_MW.v;GOANH_230_CH713_S.s;MTCNP_138_CAMTTR1.c;;;;;;;
DFSEEN_138_CADFENNW_1_AMP.v;GOANH_230_CH715_S.s;MTCNP_138_CAMTTR2.c;;;;;;;
DFSEEN_138_CADFENNW_1_KV.v;GOANH_230_CH717_S.s;MTCOL_138_CAMTTR1.c;;;;;;;
DFSEEN_138_CADFENNW_1_MVAR.v;GOANH_230_CH719_S.s;MTCOL_138_CAMTTR2.c;;;;;;;
DFSEEN_138_CADFENNW_1_MW.v;GOANH_230_CH723_S.s;MTCON_138_CAMTABV_1.c;;;;;;;
DFSEEN_138_CATR1_MVAR.v;GOANH_230_CH725_S.s;MTCON_138_CATR01.c;;;;;;;
DFSEEN_138_CATR1_MW.v;GOANH_230_CH727_S.s;MTCON_138_CATR05.c;;;;;;;
DFSEEN_138_CATR2_MVAR.v;GOANH_230_CH729_S.s;MTCON_138_CATR2.c;;;;;;;
DFSEEN_138_CATR2_MW.v;GOANH_230_CH733_S.s;MTCOX_138_CAMTTR01.c;;;;;;;
DFSEEN_138_CATR3_MVAR.v;GOANH_230_CH735_S.s;MTCOX_138_CAMTTR02.c;;;;;;;
DFSEEN_138_CATR3_MW.v;GOANH_230_CH737_S.s;MTCPA_138_CAMTCHA_1.c;;;;;;;
DFSEEN_13P8_CADFEN01_AMP.v;GOANH_230_CH739_S.s;MTCPA_138_CATR1.c;;;;;;;
DFSEEN_13P8_CADFEN01_KV.v;GOANH_230_CH743_S.s;MTCPA_138_CATR2.c;;;;;;;
DFSEEN_13P8_CADFEN01_MVAR.v;GOANH_230_CH745_S.s;MTCREI_138_CATR01.c;;;;;;;
DFSEEN_13P8_CADFEN01_MW.v;GOANH_230_CH747_S.s;MTCREI_138_CATR02.c;;;;;;;
DFSEEN_13P8_CADFEN02_AMP.v;GOANH_230_CH749_S.s;MTCREI_13P8_CAMTAL01.c;;;;;;;
DFSEEN_13P8_CADFEN02_KV.v;GOANH_230_CH753_S.s;MTCREI_13P8_CAMTAL02.c;;;;;;;
